Airline,Booking_Date,Departure_Date,Days_to_Departure,Source,Destination,Duration,Class,Price
AirAsia,2024-08-19,2024-08-21,2.0,Surabaya,Balikpapan,1.3,Economy,1699.9900567107288
Lion Air,2024-04-04,2024-04-19,15.0,Yogyakarta,Jakarta,1.4,Economy,992.0504917474718
Sriwijaya Air,2023-09-26,2023-11-28,63.0,Medan,Denpasar,4.3,Economy,1275.5977961850126
Garuda Indonesia,2024-02-18,2024-04-03,45.0,Medan,Surabaya,3.4,Economy,1607.0879867503004
Garuda Indonesia,2024-12-10,2025-03-04,84.0,Yogyakarta,Makassar,1.9,Economy,846.6346754918682
AirAsia,2024-02-14,2024-05-02,78.0,Yogyakarta,Balikpapan,2.3,Business,2266.176324822302
Citilink,2024-12-25,2025-02-17,54.0,Jakarta,Yogyakarta,1.2,Economy,1587.6677145891833
AirAsia,2023-09-09,2023-09-17,8.0,Yogyakarta,Makassar,1.8,Economy,1542.28071229331
Garuda Indonesia,2023-09-07,2023-09-17,10.0,Makassar,Yogyakarta,2.0,Economy,1083.9586788474933
Citilink,2024-04-18,2024-05-28,40.0,Makassar,Yogyakarta,1.9,Economy,1981.226797450997
Batik Air,2024-09-25,2024-12-13,79.0,Denpasar,Medan,4.1,Economy,494.3326072066226
Citilink,2024-08-21,2024-10-16,56.0,Medan,Makassar,4.1,Business,3888.756627946493
Batik Air,2023-11-25,2024-01-27,63.0,Denpasar,Makassar,1.1,Economy,958.5457556097756
Sriwijaya Air,2023-04-01,2023-04-26,25.0,Denpasar,Makassar,1.0,Business,3981.302602564008
Garuda Indonesia,2023-08-16,2023-11-08,84.0,Surabaya,Yogyakarta,1.2,Economy,1360.6208576553993
Batik Air,2023-06-30,2023-08-23,54.0,Surabaya,Balikpapan,1.6,Business,10767.444522818958
Sriwijaya Air,2023-08-26,2023-09-23,28.0,Medan,Denpasar,4.3,Economy,1859.9137588765434
Garuda Indonesia,2023-04-22,2023-07-07,76.0,Jakarta,Balikpapan,2.0,Economy,1441.3970759591784
Garuda Indonesia,2024-12-06,2024-12-23,17.0,Jakarta,Makassar,2.3,Business,5900.32821609948
Citilink,2024-03-27,2024-04-20,24.0,Denpasar,Medan,4.4,Economy,1663.9940523231792
AirAsia,2024-07-18,2024-07-28,10.0,Jakarta,Makassar,2.6,Economy,2299.5213406634434
Lion Air,2023-02-21,2023-05-14,82.0,Balikpapan,Surabaya,1.3,Economy,1130.941571624557
AirAsia,2024-12-20,2024-12-26,6.0,Yogyakarta,Denpasar,1.1,Economy,1036.509587915828
AirAsia,2023-04-02,2023-04-07,5.0,Balikpapan,Jakarta,2.2,Economy,2485.682408688507
Sriwijaya Air,2023-05-06,2023-06-20,45.0,Medan,Makassar,4.0,Economy,1715.8599341739407
Citilink,2024-10-04,2024-11-29,56.0,Makassar,Jakarta,2.4,Business,3730.8566823687443
Lion Air,2023-03-22,2023-04-25,34.0,Medan,Jakarta,2.3,Economy,825.2966812100724
Batik Air,2023-08-23,2023-09-16,24.0,Yogyakarta,Makassar,,Business,3259.653181367289
Lion Air,2023-05-15,2023-05-16,1.0,Balikpapan,Medan,3.3,Economy,4923.369592981717
Batik Air,2023-07-31,2023-08-23,23.0,Jakarta,Yogyakarta,1.2,Economy,1734.6801006179996
Citilink,2023-07-16,2023-08-13,28.0,Yogyakarta,Denpasar,1.4,Economy,4153.564289019945
Batik Air,2023-07-28,2023-08-18,21.0,Surabaya,Medan,3.5,Business,5306.822443244807
Garuda Indonesia,2023-03-30,2023-04-09,10.0,Yogyakarta,Surabaya,1.1,Economy,2544.339076231081
Lion Air,2023-08-02,2023-08-15,13.0,Denpasar,Jakarta,1.8,Economy,1377.5488824026747
Garuda Indonesia,2024-03-15,2024-04-21,37.0,Balikpapan,Yogyakarta,2.0,Economy,873.309406771915
Citilink,2023-01-19,2023-03-03,43.0,Denpasar,Yogyakarta,1.4,Economy,1378.3064660952152
AirAsia,2024-09-04,2024-10-06,32.0,Makassar,Balikpapan,1.2,Economy,1541.1226590174688
Lion Air,2023-12-22,2024-01-29,38.0,Denpasar,Balikpapan,1.4,Economy,2258.252651253749
Citilink,2024-12-20,2025-02-12,54.0,Makassar,Yogyakarta,2.2,Economy,1965.2065995508872
Lion Air,2024-03-08,2024-04-02,25.0,Makassar,Denpasar,1.0,Economy,2029.4808233584872
Sriwijaya Air,2024-10-05,2024-12-22,78.0,Medan,Balikpapan,3.5,Economy,1264.2435334345173
AirAsia,2024-11-03,2025-01-22,80.0,Yogyakarta,Denpasar,1.1,Business,2989.9286066908294
Batik Air,2023-08-20,2023-09-28,39.0,Denpasar,Yogyakarta,1.3,Economy,643.4691057512898
Batik Air,2024-08-28,2024-11-06,70.0,Makassar,Denpasar,1.3,Business,3166.129550875289
Citilink,2024-01-10,2024-02-13,34.0,Medan,Denpasar,4.1,Economy,662.6032288236486
Batik Air,2024-07-23,2024-07-30,7.0,Denpasar,Makassar,1.2,Economy,2416.232289550353
Sriwijaya Air,2024-06-12,2024-08-05,54.0,Medan,Surabaya,3.3,Economy,1923.949290480369
Sriwijaya Air,2023-11-04,2023-12-19,45.0,Denpasar,Jakarta,1.8,Economy,1427.682700451356
Garuda Indonesia,2024-10-09,2024-12-05,57.0,Yogyakarta,Denpasar,1.2,Economy,1761.6425352874282
Lion Air,2024-09-16,2024-10-01,15.0,Makassar,Yogyakarta,2.2,Economy,1234.2214063762153
Lion Air,2023-02-24,2023-04-23,58.0,Medan,Yogyakarta,3.7,Economy,1293.0915252300301
Lion Air,2024-03-06,2024-04-03,28.0,Jakarta,Medan,2.4,Economy,1779.9421187476235
Citilink,2023-04-27,2023-06-30,,Denpasar,Medan,4.3,Economy,1157.3119488266138
Garuda Indonesia,2024-08-26,2024-09-27,32.0,Balikpapan,Medan,3.6,Economy,1495.474613776715
Citilink,2023-11-03,2024-01-26,,Balikpapan,Makassar,1.1,Business,1753.7476388828522
Batik Air,2023-05-03,2023-05-04,1.0,Balikpapan,Surabaya,1.7,Economy,1544.7474678692342
Sriwijaya Air,2023-04-26,2023-05-02,6.0,Makassar,Denpasar,1.1,Economy,2124.2322002549627
Citilink,2024-05-10,2024-07-01,,Denpasar,Balikpapan,1.7,Economy,983.982048686926
AirAsia,2024-03-10,2024-03-25,15.0,Jakarta,Denpasar,2.0,Economy,6142.052750340563
Lion Air,2023-01-15,2023-02-20,36.0,Medan,Balikpapan,3.5,Economy,2092.446505461078
AirAsia,2024-10-20,2024-11-08,19.0,Jakarta,Surabaya,1.7,Economy,828.0048460401288
Batik Air,2024-06-24,2024-08-13,50.0,Yogyakarta,Jakarta,1.2,Business,4339.853301697332
Citilink,2023-04-08,2023-05-13,35.0,Surabaya,Yogyakarta,1.2,Economy,1143.0855227483717
Sriwijaya Air,2023-03-26,2023-04-23,28.0,Makassar,Medan,3.9,Economy,1171.7318848259135
Batik Air,2024-04-02,2024-06-03,62.0,Medan,Yogyakarta,3.9,Economy,839.8670318536641
Batik Air,2023-01-22,2023-02-25,34.0,Denpasar,Jakarta,2.0,Economy,1298.383212344056
Lion Air,2023-09-03,2023-10-21,48.0,Yogyakarta,Surabaya,1.0,Economy,3388.165731201574
AirAsia,2023-11-04,2023-12-16,42.0,Surabaya,Medan,3.5,Economy,977.3681549373946
Sriwijaya Air,2024-09-20,2024-10-18,28.0,Jakarta,Yogyakarta,1.2,Economy,973.6611393097699
AirAsia,2024-12-28,2025-01-20,23.0,Denpasar,Surabaya,0.9,Economy,1986.600559901812
Garuda Indonesia,2023-10-14,2023-12-16,63.0,Balikpapan,Medan,3.3,Economy,1155.5201510801417
Sriwijaya Air,2024-06-06,2024-07-06,30.0,Denpasar,Medan,4.1,Economy,1892.3326432340625
AirAsia,2023-12-22,2024-01-15,24.0,Medan,Yogyakarta,3.8,Economy,2064.0095291412736
Citilink,2024-11-30,2025-01-26,57.0,Jakarta,Makassar,2.4,Business,4119.27662014431
Lion Air,2024-04-23,2024-06-14,52.0,Makassar,Medan,3.8,Economy,1378.05860044237
Sriwijaya Air,2024-05-21,2024-08-01,72.0,Denpasar,Yogyakarta,1.2,Business,3333.712014503378
Lion Air,2024-05-20,2024-05-27,7.0,Jakarta,Surabaya,1.5,Economy,823.0497772231937
AirAsia,2023-11-28,2023-12-11,13.0,Medan,Jakarta,2.1,Economy,1914.8201214937947
Sriwijaya Air,2024-06-19,2024-09-01,74.0,Medan,Denpasar,4.0,Economy,881.4391236512981
Sriwijaya Air,2023-12-06,2024-01-07,32.0,Surabaya,Yogyakarta,0.9,Economy,1416.0536091816762
Sriwijaya Air,2024-04-12,2024-06-28,77.0,Balikpapan,Yogyakarta,2.2,Economy,1454.540716004114
AirAsia,2023-11-20,2023-12-25,35.0,Balikpapan,Surabaya,1.4,Economy,1467.7693056493376
Citilink,2023-07-08,2023-09-16,70.0,Denpasar,Jakarta,1.7,Business,1884.2300733502661
AirAsia,2024-08-12,2024-09-07,26.0,Jakarta,Surabaya,1.7,Economy,6054.24914436392
Garuda Indonesia,2023-08-17,2023-08-30,13.0,Jakarta,Medan,2.0,Economy,901.434452375549
Citilink,2024-09-11,2024-10-25,44.0,Makassar,Jakarta,2.4,Economy,1679.9310932246956
Lion Air,2023-01-25,2023-02-15,21.0,Surabaya,Makassar,1.4,Economy,1345.4060992301513
Garuda Indonesia,2024-03-23,2024-04-06,14.0,Medan,Yogyakarta,3.7,Economy,1902.505324593127
Sriwijaya Air,2024-02-24,2024-02-27,3.0,Balikpapan,Denpasar,1.5,Economy,1703.9203893270585
Lion Air,2023-07-02,2023-08-14,43.0,Jakarta,Balikpapan,2.2,Business,4228.972091130337
Citilink,2024-05-31,2024-08-03,64.0,Surabaya,Balikpapan,1.6,Economy,711.6221659068021
Batik Air,2023-07-06,2023-09-03,59.0,Medan,Denpasar,4.3,Economy,1376.1233798360236
Lion Air,2023-05-26,2023-08-06,72.0,Makassar,Jakarta,2.6,Economy,1561.8910034911298
AirAsia,2024-10-21,2024-11-30,40.0,Medan,Surabaya,3.4,Economy,1736.7524771685928
Lion Air,2023-05-01,2023-05-07,6.0,Jakarta,Yogyakarta,1.4,Economy,904.8803015868933
Batik Air,2024-06-21,2024-08-31,71.0,Jakarta,Balikpapan,1.9,Economy,876.877093768333
Citilink,2023-08-15,2023-08-17,2.0,Medan,Jakarta,2.0,Economy,5758.649909704592
Garuda Indonesia,2023-06-19,2023-08-14,56.0,Yogyakarta,Balikpapan,2.2,Economy,2374.659598125546
Batik Air,2024-04-18,2024-06-12,55.0,Makassar,Surabaya,1.6,Economy,1866.368542947632
AirAsia,2023-12-22,2024-03-04,73.0,Balikpapan,Yogyakarta,2.4,Economy,965.3294506973801
Citilink,2023-02-16,2023-03-25,37.0,Jakarta,Medan,2.3,Economy,1944.5203118757886
AirAsia,2024-11-21,2025-01-30,70.0,Makassar,Denpasar,1.0,Economy,800.7256671739185
Sriwijaya Air,2023-09-02,2023-11-25,84.0,Surabaya,Jakarta,1.6,Economy,1585.9293465723301
AirAsia,2024-07-17,2024-10-12,87.0,Jakarta,Medan,2.1,Economy,1181.667262753789
Garuda Indonesia,2023-12-27,2024-01-23,27.0,Denpasar,Yogyakarta,1.1,Economy,855.7024526910759
AirAsia,2024-09-04,2024-11-21,78.0,Makassar,Jakarta,2.4,Economy,1421.8819159785057
Sriwijaya Air,2023-04-20,2023-05-21,31.0,Makassar,Yogyakarta,2.1,Economy,911.3897954388185
Lion Air,2024-07-28,2024-09-01,35.0,Makassar,Yogyakarta,2.0,Economy,1735.9861488789725
Garuda Indonesia,2023-05-02,2023-06-29,58.0,Balikpapan,Jakarta,2.0,Business,7025.117147829382
Citilink,2023-04-07,2023-04-15,8.0,Yogyakarta,Balikpapan,2.2,Business,4292.122289194264
Sriwijaya Air,2024-01-01,2024-01-27,26.0,Surabaya,Balikpapan,1.4,Economy,1272.1477941231853
Lion Air,2023-02-26,2023-04-02,35.0,Yogyakarta,Medan,4.0,Business,2932.366389609424
Citilink,2023-05-22,2023-07-27,66.0,Medan,Denpasar,4.1,Economy,1424.5366620332481
Sriwijaya Air,2023-05-01,2023-06-10,,Medan,Denpasar,4.3,Economy,1704.8806189206744
Garuda Indonesia,2023-08-29,2023-09-28,30.0,Surabaya,Yogyakarta,1.0,Business,2777.543084359587
Sriwijaya Air,2024-05-14,2024-07-17,64.0,Medan,Denpasar,4.0,Economy,1723.0387507498765
Lion Air,2024-03-16,2024-03-20,4.0,Medan,Denpasar,4.1,Economy,1574.4397950101754
Sriwijaya Air,2023-04-06,2023-06-27,82.0,Denpasar,Balikpapan,1.5,Economy,769.3993634507358
Citilink,2024-11-08,2024-12-13,35.0,Balikpapan,Surabaya,1.6,Economy,1330.1514328371234
Sriwijaya Air,2023-05-08,2023-07-21,74.0,Surabaya,Denpasar,1.0,Economy,699.1252279475478
Lion Air,2024-04-12,2024-06-30,79.0,Balikpapan,Jakarta,2.0,Economy,1109.8609846744098
Batik Air,2024-12-30,2025-02-06,38.0,Makassar,Surabaya,1.4,Economy,826.7628271708122
Garuda Indonesia,2024-07-23,2024-09-01,40.0,Medan,Yogyakarta,3.7,Economy,928.7687436943355
Garuda Indonesia,2023-11-24,2024-02-06,74.0,Medan,Balikpapan,3.5,Business,2799.220177529795
Batik Air,2024-07-25,2024-08-20,26.0,Medan,Makassar,4.1,Economy,2186.149768197033
Sriwijaya Air,2023-05-10,2023-05-24,14.0,Jakarta,Surabaya,1.6,Economy,2107.5722543254874
Lion Air,2024-08-24,2024-09-02,9.0,Surabaya,Jakarta,1.6,Economy,2194.3550941576646
Batik Air,2023-04-02,2023-06-06,65.0,Surabaya,Medan,3.5,Economy,1119.132138195906
Lion Air,2024-05-31,2024-08-01,62.0,Yogyakarta,Makassar,2.1,Economy,1548.8939622601968
Batik Air,2023-10-29,2023-12-20,52.0,Jakarta,Surabaya,1.6,Economy,2007.3458715227175
Batik Air,2024-05-20,2024-07-27,68.0,Surabaya,Denpasar,1.1,Economy,636.8529194067806
Sriwijaya Air,2023-07-09,2023-07-13,4.0,Makassar,Surabaya,1.4,Business,4974.181144457578
Lion Air,2024-02-07,2024-02-11,4.0,Balikpapan,Makassar,0.9,Economy,982.6215807578214
AirAsia,2024-11-24,2024-12-04,10.0,Medan,Denpasar,4.3,Economy,1023.9924795550168
Citilink,2023-05-12,2023-07-29,78.0,Yogyakarta,Denpasar,1.1,Economy,881.190619451796
Lion Air,2023-11-18,2024-01-31,74.0,Medan,Surabaya,3.3,Economy,1552.3461488865091
Citilink,2024-10-18,2024-11-15,28.0,Surabaya,Jakarta,1.4,Economy,1802.8258637883052
Batik Air,2023-10-18,2023-12-22,65.0,Makassar,Surabaya,1.4,Business,1904.5141731141628
Batik Air,2024-04-21,2024-06-08,48.0,Denpasar,Medan,4.1,Economy,1198.539265206304
Citilink,2023-09-20,2023-10-01,11.0,Surabaya,Jakarta,1.5,Economy,1062.5621147590493
Batik Air,2023-01-20,2023-02-17,28.0,Jakarta,Balikpapan,2.0,Economy,1870.486117598847
AirAsia,2024-05-06,2024-06-14,39.0,Yogyakarta,Makassar,2.0,Economy,1437.8351819649065
Lion Air,2023-06-23,2023-08-07,45.0,Jakarta,Medan,2.3,Economy,1712.0863187851046
Lion Air,2024-07-01,2024-09-09,70.0,Yogyakarta,Balikpapan,2.4,Economy,1311.5274129021002
Batik Air,2023-07-18,2023-07-25,7.0,Yogyakarta,Medan,3.7,Business,3371.4992983550633
Batik Air,2023-09-20,2023-12-12,83.0,Jakarta,Denpasar,1.8,Economy,1028.8711747630666
Sriwijaya Air,2024-08-17,2024-09-19,33.0,Balikpapan,Surabaya,1.6,Business,2462.1843475743763
Lion Air,2023-08-08,2023-08-27,19.0,Balikpapan,Jakarta,2.1,Business,4638.618830163344
Batik Air,2023-11-28,2024-02-22,86.0,Medan,Surabaya,3.3,Economy,1545.5318822845795
Batik Air,2023-10-24,2024-01-20,88.0,Denpasar,Makassar,,Economy,1182.2544057919217
AirAsia,2023-10-15,2023-10-21,6.0,Yogyakarta,Balikpapan,2.3,Economy,2687.0770256821957
Lion Air,2023-11-06,2024-01-31,86.0,Yogyakarta,Medan,3.9,Economy,1016.5332140562456
Batik Air,2024-04-28,2024-07-13,76.0,Balikpapan,Surabaya,1.7,Economy,403.86480895811167
Batik Air,2024-01-08,2024-01-29,21.0,Medan,Jakarta,2.1,Economy,1642.7192994526208
Batik Air,2023-09-14,2023-10-26,42.0,Yogyakarta,Jakarta,1.4,Economy,3586.4224713424583
AirAsia,2024-11-18,2025-01-05,48.0,Makassar,Medan,4.2,Business,2776.8878682361037
AirAsia,2023-03-13,2023-05-29,77.0,Jakarta,Surabaya,1.3,Economy,1250.7874993718292
Garuda Indonesia,2024-07-19,2024-10-10,83.0,Makassar,Balikpapan,1.0,Economy,500.47927950099194
Citilink,2023-12-11,2023-12-23,12.0,Balikpapan,Jakarta,2.2,Economy,1558.3686789951073
Batik Air,2024-09-12,2024-12-03,82.0,Makassar,Medan,4.1,Economy,776.0942705399244
Garuda Indonesia,2024-04-03,2024-05-25,52.0,Medan,Makassar,4.1,Economy,1004.4682284277283
Lion Air,2023-11-08,2023-11-18,10.0,Makassar,Denpasar,1.0,Economy,1296.3622565502567
Citilink,2024-10-23,2025-01-07,76.0,Makassar,Surabaya,1.4,Economy,1777.4315271180285
Lion Air,2023-06-16,2023-08-28,73.0,Makassar,Jakarta,2.6,Business,7002.68200075062
Citilink,2024-03-05,2024-03-22,17.0,Jakarta,Medan,2.4,Economy,1384.2660047805355
Batik Air,2024-08-01,2024-09-21,51.0,Yogyakarta,Makassar,1.9,Business,4002.181572354162
Lion Air,2023-03-31,2023-04-18,18.0,Jakarta,Balikpapan,2.1,Economy,1870.3549587454734
AirAsia,2024-10-07,2024-12-24,78.0,Denpasar,Makassar,1.0,Economy,1262.3109781292214
Batik Air,2024-06-02,2024-08-09,68.0,Balikpapan,Denpasar,1.7,Economy,1166.6056422033198
Batik Air,2023-10-06,2023-11-06,31.0,Surabaya,Balikpapan,1.5,Business,3432.347017916665
Lion Air,2023-03-04,2023-03-13,9.0,Jakarta,Makassar,2.4,Economy,1579.8830166788887
Lion Air,2024-04-20,2024-05-03,13.0,Yogyakarta,Makassar,1.9,Economy,2373.190663959178
Lion Air,2023-11-27,2024-02-22,87.0,Surabaya,Medan,3.7,Business,3291.8311523224456
Citilink,2024-05-12,2024-07-01,50.0,Jakarta,Surabaya,1.6,Economy,1486.407970607756
Sriwijaya Air,2024-06-16,2024-07-10,24.0,Makassar,Medan,3.8,Economy,1146.9905915542827
Citilink,2024-06-04,2024-06-26,22.0,Surabaya,Yogyakarta,0.8,Economy,1698.0671931996055
AirAsia,2024-11-16,2025-01-29,74.0,Surabaya,Denpasar,1.0,Economy,1097.6030661248653
Batik Air,2023-05-12,2023-07-13,62.0,Surabaya,Jakarta,1.3,Economy,594.6036083914539
Citilink,2024-05-18,2024-06-01,14.0,Balikpapan,Surabaya,1.3,Economy,978.6124497070698
Batik Air,2023-02-19,2023-03-30,39.0,Balikpapan,Denpasar,1.6,Business,3294.846215565268
Sriwijaya Air,2024-03-21,2024-06-03,74.0,Surabaya,Balikpapan,1.4,Economy,605.8059358223727
Batik Air,2023-05-18,2023-05-22,4.0,Medan,Balikpapan,3.4,Economy,2505.0629057063916
Citilink,2023-02-16,2023-05-03,76.0,Balikpapan,Yogyakarta,2.0,Business,5371.207381080702
Garuda Indonesia,2023-01-22,2023-02-04,13.0,Makassar,Yogyakarta,2.1,Economy,1300.282453953695
Citilink,2024-03-03,2024-04-11,39.0,Medan,Denpasar,4.2,Economy,1882.67468072905
Garuda Indonesia,2024-05-17,2024-05-20,3.0,Surabaya,Balikpapan,1.6,Economy,1428.5443831540917
Batik Air,2023-07-11,2023-09-13,64.0,Medan,Surabaya,3.4,Economy,1239.4917372118352
Sriwijaya Air,2024-08-14,2024-08-24,10.0,Surabaya,Jakarta,1.4,Economy,2688.0998557718804
Citilink,2023-12-03,2024-01-20,48.0,Medan,Denpasar,4.2,Economy,1899.9333685363608
Garuda Indonesia,2023-10-30,2023-11-15,16.0,Surabaya,Yogyakarta,1.2,Economy,1509.6099950047442
Sriwijaya Air,2023-08-31,2023-10-11,41.0,Denpasar,Jakarta,2.0,Economy,1692.1777717161542
Batik Air,2023-03-13,2023-03-15,2.0,Surabaya,Makassar,1.3,Economy,1953.1159378040747
AirAsia,2024-09-07,2024-09-17,10.0,Balikpapan,Surabaya,1.7,Economy,1631.2496058600668
AirAsia,2024-10-26,2024-10-27,1.0,Denpasar,Balikpapan,,Business,3011.740463961997
AirAsia,2024-07-12,2024-07-28,16.0,Yogyakarta,Balikpapan,2.3,Economy,4565.356719250246
AirAsia,2024-10-31,2025-01-17,78.0,Balikpapan,Medan,3.5,Economy,1260.8384221814874
Batik Air,2023-03-31,2023-06-06,67.0,Jakarta,Makassar,,Business,2089.3479881570024
AirAsia,2024-01-31,2024-04-29,89.0,Surabaya,Makassar,1.5,Economy,1271.1689146490683
Batik Air,2023-01-28,2023-02-13,16.0,Surabaya,Jakarta,1.4,Economy,1052.850243577521
AirAsia,2024-01-03,2024-03-12,69.0,Denpasar,Surabaya,1.0,Economy,1258.8673428509248
Citilink,2024-07-21,2024-09-25,66.0,Jakarta,Yogyakarta,1.3,Economy,904.7980963836513
Citilink,2024-12-24,2025-01-29,36.0,Jakarta,Medan,2.4,Business,3328.906146997059
Garuda Indonesia,2024-11-08,2025-01-23,76.0,Balikpapan,Makassar,1.2,Economy,1353.1900344118915
AirAsia,2024-10-21,2024-12-05,45.0,Denpasar,Yogyakarta,1.0,Business,2799.0695676217338
Lion Air,2024-08-30,2024-10-04,35.0,Medan,Makassar,4.0,Business,4832.098201009261
Garuda Indonesia,2023-03-30,2023-05-29,60.0,Makassar,Yogyakarta,1.8,Business,3336.677891940134
Sriwijaya Air,2023-02-11,2023-02-17,6.0,Medan,Denpasar,4.3,Economy,1154.1028816453884
Batik Air,2023-12-15,2024-02-14,61.0,Surabaya,Jakarta,1.5,Economy,1200.4135180680616
Garuda Indonesia,2023-12-17,2024-02-26,71.0,Balikpapan,Denpasar,1.4,Economy,564.7919693394485
Batik Air,2024-08-08,2024-11-02,,Yogyakarta,Jakarta,1.3,Economy,948.9903553716953
Citilink,2024-04-06,2024-07-01,86.0,Makassar,Surabaya,1.3,Economy,1116.3374831214096
Citilink,2024-05-05,2024-05-23,18.0,Surabaya,Balikpapan,1.6,Economy,1971.1267687377733
Citilink,2024-04-20,2024-05-10,20.0,Makassar,Surabaya,1.7,Economy,1160.443240459924
AirAsia,2023-03-11,2023-03-20,,Denpasar,Medan,4.0,Economy,1002.374733377759
Citilink,2023-05-17,2023-07-17,61.0,Medan,Denpasar,4.1,Economy,1870.0871771529667
Sriwijaya Air,2023-06-05,2023-07-09,34.0,Balikpapan,Surabaya,1.5,Economy,1764.3267494403326
Batik Air,2023-01-22,2023-04-15,83.0,Medan,Jakarta,2.2,Business,1925.2401393673395
Citilink,2024-03-14,2024-03-30,16.0,Balikpapan,Surabaya,1.4,Economy,1574.1775503325155
Garuda Indonesia,2024-08-13,2024-10-03,51.0,Makassar,Denpasar,1.1,Economy,1796.204032352754
Citilink,2024-09-10,2024-10-29,49.0,Yogyakarta,Denpasar,1.1,Economy,804.3532398215236
AirAsia,2023-03-13,2023-04-21,39.0,Surabaya,Medan,3.4,Economy,1406.086363059908
Lion Air,2023-07-27,2023-10-04,69.0,Makassar,Jakarta,2.7,Economy,1379.3891413752153
Citilink,2023-11-13,2023-11-14,1.0,Surabaya,Balikpapan,1.4,Business,5634.256238836619
Citilink,2024-05-31,2024-06-13,13.0,Surabaya,Medan,3.6,Economy,1359.6989443661314
Citilink,2023-12-10,2024-01-31,52.0,Yogyakarta,Balikpapan,2.2,Economy,787.799109036307
Garuda Indonesia,2023-11-23,2023-12-25,32.0,Jakarta,Medan,2.3,Economy,2071.8666990706683
Batik Air,2024-02-02,2024-03-18,45.0,Balikpapan,Denpasar,1.6,Economy,974.3206225695642
AirAsia,2023-02-12,2023-03-25,41.0,Medan,Denpasar,4.4,Business,2572.3448982432824
Citilink,2023-07-20,2023-07-28,8.0,Surabaya,Yogyakarta,1.1,Economy,5588.168776900899
Garuda Indonesia,2024-05-16,2024-07-05,50.0,Denpasar,Jakarta,,Economy,1588.7072392912958
Citilink,2024-09-07,2024-11-07,61.0,Makassar,Surabaya,1.4,Economy,1315.1472071478636
Batik Air,2024-06-06,2024-07-27,51.0,Yogyakarta,Medan,3.8,Economy,1672.1151904972446
Garuda Indonesia,2023-08-07,2023-08-21,14.0,Makassar,Medan,3.9,Economy,2553.811063875688
AirAsia,2023-08-16,2023-09-08,23.0,Balikpapan,Jakarta,1.9,Economy,2372.4547469286695
Batik Air,2023-02-28,2023-03-05,5.0,Balikpapan,Surabaya,1.6,Economy,1775.230154002662
Lion Air,2023-11-03,2023-12-25,52.0,Yogyakarta,Jakarta,1.1,Economy,1787.2517643020324
Garuda Indonesia,2023-11-16,2024-02-09,85.0,Makassar,Jakarta,2.4,Economy,864.4374355684234
Lion Air,2024-12-12,2025-01-27,46.0,Denpasar,Balikpapan,1.4,Economy,1708.5485502621716
Garuda Indonesia,2024-11-16,2025-02-13,89.0,Balikpapan,Makassar,1.1,Business,3314.223057657854
Citilink,2024-02-27,2024-04-14,47.0,Jakarta,Surabaya,1.4,Economy,1619.9330543205533
Batik Air,2023-04-30,2023-05-02,2.0,Makassar,Denpasar,1.0,Business,4809.670616335687
Garuda Indonesia,2024-05-12,2024-05-15,3.0,Denpasar,Surabaya,1.1,Economy,1640.2283813457987
Garuda Indonesia,2023-05-21,2023-07-30,70.0,Makassar,Jakarta,2.6,Economy,548.6492988107965
Batik Air,2024-08-05,2024-09-07,33.0,Yogyakarta,Makassar,2.1,Economy,1130.7085408416922
Batik Air,2024-12-13,2025-02-02,51.0,Jakarta,Denpasar,1.6,Business,3662.628025796564
Batik Air,2023-02-10,2023-02-24,14.0,Balikpapan,Medan,3.3,Economy,997.6503786918934
Lion Air,2024-10-21,2024-12-29,69.0,Medan,Denpasar,4.1,Economy,1719.53741133679
Sriwijaya Air,2024-05-23,2024-05-24,,Medan,Surabaya,3.4,Economy,1441.1250463957733
Batik Air,2023-08-11,2023-09-14,34.0,Denpasar,Makassar,1.2,Business,2718.509326118488
Sriwijaya Air,2023-05-06,2023-05-31,25.0,Denpasar,Makassar,,Economy,814.4907435106887
Sriwijaya Air,2024-07-20,2024-08-25,36.0,Medan,Yogyakarta,3.9,Business,3681.7746241713394
Citilink,2023-08-25,2023-10-09,45.0,Yogyakarta,Denpasar,1.3,Economy,972.7979454695479
Garuda Indonesia,2023-05-09,2023-07-15,67.0,Medan,Denpasar,4.2,Business,4128.24666529005
Garuda Indonesia,2023-07-26,2023-08-19,24.0,Surabaya,Makassar,1.3,Economy,899.4646502399385
Batik Air,2024-06-08,2024-07-13,35.0,Balikpapan,Makassar,0.8,Business,1821.3012251215407
AirAsia,2023-01-08,2023-02-15,38.0,Jakarta,Medan,2.2,Economy,1097.1272824674813
Garuda Indonesia,2024-01-17,2024-01-21,4.0,Jakarta,Surabaya,1.4,Economy,1968.4654697108597
Garuda Indonesia,2024-04-17,2024-07-14,88.0,Surabaya,Jakarta,1.6,Economy,1420.8683786471136
Garuda Indonesia,2023-07-14,2023-07-27,13.0,Medan,Makassar,3.8,Economy,1181.0937471046884
Sriwijaya Air,2024-04-26,2024-07-01,66.0,Balikpapan,Yogyakarta,2.3,Economy,825.5424232274321
AirAsia,2024-12-03,2025-02-19,78.0,Denpasar,Balikpapan,1.7,Economy,1626.0012598142976
AirAsia,2023-11-26,2024-01-11,46.0,Medan,Yogyakarta,3.8,Economy,1568.7983614307243
Citilink,2024-03-16,2024-04-22,37.0,Yogyakarta,Denpasar,1.1,Economy,1289.283576080731
